timestamp,id,num_task,target_distance,target_size,bubble_pointer,reaction_time,number_of_errors,start_x,start_y,click_x,click_y
2017-06-14T15:26:20,1,0,350,32,True,796,0,400,400,672,689
2017-06-14T15:26:21,1,1,125,16,True,685,0,400,400,600,435
2017-06-14T15:26:22,1,2,275,16,True,803,0,400,400,678,518
2017-06-14T15:26:23,1,3,275,32,True,629,0,400,400,125,285
2017-06-14T15:26:24,1,4,125,32,True,727,0,400,400,367,554
2017-06-14T15:26:25,1,5,275,16,True,895,0,400,400,100,381
2017-06-14T15:26:27,1,6,350,16,True,857,0,400,400,30,488
2017-06-14T15:26:28,1,7,200,32,True,805,0,400,400,608,353
2017-06-14T15:26:29,1,8,200,16,True,878,0,400,400,561,507
2017-06-14T15:26:30,1,9,350,32,True,719,0,400,400,301,750
2017-06-14T15:26:31,1,10,200,16,True,783,0,400,400,514,231
2017-06-14T15:26:32,1,11,200,32,True,651,0,400,400,389,251
2017-06-14T15:26:33,1,12,125,32,True,619,0,400,400,461,554
2017-06-14T15:26:35,1,13,275,32,True,806,0,400,400,222,672
2017-06-14T15:26:36,1,14,350,16,True,824,0,400,400,424,774
2017-06-14T15:26:37,1,15,125,16,True,965,0,400,400,447,524
